RANKING,OWNERNAME,OWNERID,CHAMPIONSHIPTYPE,LEADINGEARNERHORSE,TOTALOWNERCHAMPIONSHIPWINS,TOTALOWNERCHAMPIONSHIPSRUNS,TOTALOWNERPRIZEMONEYWON
1496,"Chris Trigg & RER Williams",1161589,JUMP,"Blueberg (IRE)",0,2,700.00
1497,"As Sutch Partnership",1151672,JUMP,"Salamanca School (FR)",0,2,700.00
1498,"Mr P. Kirby",755684,JUMP,"Magellan (GB)",0,3,700.00
1499,"Mr John Evans",1141921,JUMP,"Willcollins (IRE)",0,3,700.00
1500,"The Brambles",1111621,JUMP,"Rubys Reward (GB)",0,3,700.00
1503,"The Bolly Champagne Crew",1131473,JUMP,"Champagne Well (IRE)",0,3,700.00
1504,"Hanford's Chemist LTD and Partner",1166944,JUMP,"Dancing Dani (IRE)",0,3,700.00
1505,"Mr Gordon Kendrick",748260,JUMP,"Richardson (GB)",0,3,700.00
1507,"The Silent Partners",1093740,JUMP,"Say Nothing (GB)",0,3,700.00
1509,"Mrs Sheree Tucker",770026,JUMP,"Monarchofthegrange (IRE)",0,4,700.00
1510,"Miss Paula Smith",952530,JUMP,"Across The Channel (FR)",0,4,700.00
1511,"The Pink House Partnership",1168256,JUMP,"Severus Alexander (IRE)",0,4,700.00
1512,"Mrs Karen Spark",1104211,JUMP,"Arvico Bleu (IRE)",0,4,700.00
1514,"GABBY GAJOVA AND FRIENDS",1139044,JUMP,"Dinsdale (GB)",0,5,700.00
1515,"Trading Products Limited",1140077,JUMP,"Foxhollow (IRE)",0,2,690.80
1518,"Mrs L Pickard & Mr A L Holland",1178092,JUMP,"Dreams of Gold (GB)",0,1,675.10
1519,"Mr T. F. F. Nixon",542596,JUMP,"Blenkinsop (GB)",0,2,675.10
1521,"Mr A. C. Whillans",502490,JUMP,"Lockdown Leader (IRE)",0,1,664.62
1523,"Carder & Roberts",1170263,JUMP,"Tampico Rocco (IRE)",0,3,659.40
1524,"Mrs Ian McKie",564506,JUMP,"Takethepunishment (GB)",0,2,659.25
1525,"The Beano Partnership",1110347,JUMP,"Shirocco's Delight (IRE)",0,1,646.84
1526,"The Friday Lions 2",1123685,JUMP,"Last One To Show (IRE)",0,2,646.84
1527,"Turf Club 2020 & Will Ramsay",1162766,JUMP,"Diable de Sivola (FR)",0,1,641.50
1532,"Mr R. E. Luke",809763,JUMP,"Good Greef (GB)",0,3,628.00
1535,"F&M Bloodstock Limited",1122523,JUMP,"Blue Clover (GB)",0,1,627.00
1537,"Sapphire Print Solutions RCJ Associates",1168631,JUMP,"Huntsman's Call (IRE)",0,2,627.00
1539,"The Cross Racing Club",726616,JUMP,"Get The Value (IRE)",0,1,626.87
1540,"Jamie Snowden Racing Club",1007551,JUMP,"Shady Daisy (IRE)",0,2,626.87
1541,"Exors of the Late Mr F Lloyd",520753,JUMP,"Bryn Black Sam (GB)",0,3,626.87
1545,"Miss Jane Mathias",711511,JUMP,"Sister Sophie (GB)",0,1,601.92
1546,"Miss E. C. Lavelle",606649,JUMP,"Magistra Equitum (IRE)",0,1,601.92
1547,"Racing To Profit Syndicate & Partner",1173895,JUMP,"Proud Mari (GB)",0,1,601.92
1551,"Amy Murphy",991121,JUMP,"Ironhill (IRE)",0,1,601.92
1553,"Miss S. Troughton",770667,JUMP,"Clover Pass (GB)",0,3,601.92
1554,"The Race4fun Syndicate",1109195,JUMP,"Konik King (IRE)",0,1,596.60
1555,"Mr H. Hurst",531273,JUMP,"Ha Long Bay (IRE)",0,1,584.04
1557,"Gordon & Su Hall",1115644,JUMP,"Roque It (IRE)",0,1,577.76
1558,"Woodford Valley Racing",746759,JUMP,"En Coeur (FR)",0,1,577.76
1559,"Reality Partnerships IV",1017578,JUMP,"Cilluirid (IRE)",0,1,577.76
1560,"Mike Sheridan and Partner",1166220,JUMP,"Ocean's of Money (IRE)",0,2,577.76
1562,"Kittymore Racing",1087202,JUMP,"Regal 'n Bold (GB)",0,2,577.76
1563,"Mr Nick Elliott",558617,JUMP,"Gallow Ford (IRE)",0,2,577.76
1564,"McNeill Family and Prodec Networks Ltd",1102725,JUMP,"Chosen Path (IRE)",0,2,568.10
1565,"Mrs Susan Roy",735336,JUMP,"King Ottokar (FR)",0,1,565.20
1566,"Hope Eden Racing Limited",1118368,JUMP,"En Meme Temps (FR)",0,1,565.20
1568,"Mrs D. W. Davenport",507155,JUMP,"Shuil Donn (IRE)",0,3,565.20
1571,"Mr W. Dennison",504493,JUMP,"Ballyporeen (IRE)",0,2,564.30
1572,"HOG Racing",1157362,JUMP,"Mr Anderson (GB)",0,2,546.36
1573,"Mr A. Lewers",807026,JUMP,"Harry Hazard (GB)",0,1,540.08
1574,"Mount Pleasant Racing & Partner",1150219,JUMP,"Spantik (GB)",0,1,540.08
1575,"Mrs H Harris",1053853,JUMP,"Orbit of Iolite (GB)",0,1,540.08
1576,"Dave Skeldon & Sandy Forster",1112315,JUMP,"Ashjan (GB)",0,1,540.08
1578,"Mr Gerry McGladery",1038465,JUMP,"Bulls Aye (IRE)",0,1,521.24
1579,"Mr Charlie Pigram",957273,JUMP,"Keeper (GB)",0,2,521.24
1580,"Mr J. Turner",1060594,JUMP,"Arturus (IRE)",0,2,521.24
1583,"The Ocean Partnership",1160317,JUMP,"Blue Shark (IRE)",0,5,521.24
1584,"The Brave Bunch",1167606,JUMP,"Bravethewaves (GB)",0,1,514.96
1585,"The DTTW Partnership",1114555,JUMP,"Tide Times (IRE)",0,1,514.50
1586,"Foxtrot Racing Marracudja",1132382,JUMP,"Marracudja (FR)",0,1,513.60
1587,"Mr J. B. Harper",885854,JUMP,"Ange des Malberaux (FR)",0,1,513.20
1588,"Mrs J. Owen",1088376,JUMP,"Fiddler of Dooney (IRE)",0,1,513.20
1589,"Mr D. R. Ellis",1044579,JUMP,"Spectacular Rival (IRE)",0,1,513.20
1590,"Mrs Alurie O'Sullivan",522385,JUMP,"Super Citizen (GB)",0,1,508.68
1591,"Mr S. Flook",517374,JUMP,"Blackjacktennessee (GB)",0,2,508.03
1592,"Mr Andrew Phillips",983333,JUMP,"Knot Another One (IRE)",0,1,502.40
1593,Hardscrabble,1138621,JUMP,"Thai Terrier (USA)",0,1,502.40
1594,"Party People 2",1153559,JUMP,"Red Windsor (IRE)",0,1,501.60
1595,"Mr D. A. Thorpe",710385,JUMP,"Gentle Life (GB)",0,1,501.60
1596,"Ms Anna Baldwin",1085175,JUMP,"Carrigdoun Boy (IRE)",0,1,501.60
1598,"The Charlie Longsdon Racing Club",1117838,JUMP,"Indelible Spin (IRE)",0,1,501.60
1599,"Gallagher Bloodstock Limited",726585,JUMP,"Inigo (FR)",0,1,501.60
1600,"Mr N. Sutton",548683,JUMP,"Santos Blue (GB)",0,1,496.34
1603,"Mr Oliver Troup",1105183,JUMP,"Mole Court (IRE)",0,1,471.00
1604,"Ontoawinner, Bainbridge, Bolingbroke",1164326,JUMP,"Dash of Spice (GB)",0,1,471.00
1607,"Mick Fitzgerald Racing Club",1053140,JUMP,"Of All The Greys (GB)",0,2,471.00
1608,"Mrs Anthea Williams & Partner",1141245,JUMP,"Chase Park (IRE)",0,4,471.00
1609,"4Racing Owners Club",1157850,JUMP,"Wrap Your Wings (IRE)",0,5,471.00
1610,"Mrs R. Vaughan",543687,JUMP,"Martha Brae (GB)",0,1,464.72
1611,"All Bar None Racing",1151368,JUMP,"Best Pal (IRE)",0,1,464.72
1612,"Mrs P. Toye",802918,JUMP,"Sorbet (GB)",0,2,464.72
1613,"R & M Moseley, Slater, Gould & Laughland",1164645,JUMP,"Sinndarella (IRE)",0,1,458.44
1614,"The Pink & Purple Partnership",1160808,JUMP,"Tanora (IRE)",0,2,452.16
1615,"Mrs S. J. Easterby",556581,JUMP,"Ask To Dance (IRE)",0,1,449.40
1616,"S Nelson, D O'Donohoe, D McDermott  ",1127674,JUMP,"Casa Tall (FR)",0,1,447.00
1617,"Quigley and Smith",1133284,JUMP,"Fourth of July (IRE)",0,1,445.88
1618,"Mr Craig Pistaszczuk",1160834,JUMP,"Mr P (IRE)",0,1,439.60
1619,"Mr Phill Meaden",1054404,JUMP,"Findusatgorcombe (GB)",0,1,439.60
1620,"4 Left Footers & A Blewnose",1058764,JUMP,"Thundersockssundae (IRE)",0,1,439.60
1622,"Hollingsworth, Drewett, Fox & Porter",1161034,JUMP,"King of The Story (IRE)",0,2,439.60
1624,"Smerdon Tree Services Ltd",1101467,JUMP,"Borak (IRE)",0,2,433.32
1626,"P Moorhead, H Moorhead, J Collins 1",1151557,JUMP,"Hit The Rocks (IRE)",0,1,430.18
1627,"The Good Friends Syndicate",1173263,JUMP,"Gareth Cael (FR)",0,1,430.18
1629,"Clouds of Orton",1161101,JUMP,"Moore Clouds (IRE)",0,1,430.18
1630,"Alan Rogers & Partner",1170981,JUMP,"Get Supreme (IRE)",0,1,430.18
1631,"Mr Ian Prichard",556247,JUMP,"Young O'Leary (IRE)",0,1,430.18
1632,"Alne Park Stud",1170171,JUMP,"Newtown Pery (IRE)",0,2,430.18
1633,"Mr Andrew Gough",1066564,JUMP,"No Quarter Asked (IRE)",0,4,430.18
1634,"Mr T. G. Kelly",955295,JUMP,"Dawn Raider (IRE)",0,1,414.48
1635,"Mr K. McKenna",1125345,JUMP,"Our Idic Boy (IRE)",0,2,405.06
1636,"Mr. P W O'Mara & Mr. P Winks",1116838,JUMP,"Scottsdale (GB)",0,2,405.06
1637,"Mrs Robert Brooks",540593,JUMP,"Benito (FR)",0,1,401.92
1638,"Mrs Susan Corbett",550196,JUMP,"Les's Legacy (GB)",0,1,401.92
1639,"Rupert Frost and Ed Shaw",1170395,JUMP,"Order of St John (GB)",0,1,401.92
1640,"Diamond Racing Ltd",506953,JUMP,"Norman Kindu (GB)",0,4,395.64
1641,"Mr Gethyn Mills",855320,JUMP,"Tel'art (FR)",0,1,384.90
1643,"Mrs J. Nellis",1099402,JUMP,"Path To Freedom (IRE)",0,1,372.30
1644,"Mr Terry Pryke",534973,JUMP,"Crimson King (IRE)",0,1,370.52
1645,"Ms Deborah Thomson",1046990,JUMP,"Bollingerandkrug (IRE)",0,1,350.00
1647,"Mr Alan Hill",502363,JUMP,"Mythical Prince (IRE)",0,1,350.00
1649,"New Gold Dream",1131167,JUMP,"Fairway Freddy (IRE)",0,1,350.00
1650,"Sapphire Print Solutions Ltd",1144635,JUMP,"Schalke (GB)",0,1,350.00
1651,"Mrs H. Watson",748316,JUMP,"Eaton Hill (IRE)",0,1,350.00
1652,"Lockett,Hyde,Mountford,Bishop&Outhart",1136376,JUMP,"Legends Gold (IRE)",0,1,350.00
1653,"Jump For Fun Racing",933525,JUMP,"Supakalanistic (IRE)",0,1,350.00
1654,"Jonjo O'Neill Racing Club",1045204,JUMP,"The Composeur (IRE)",0,1,350.00
1656,"Mr Graeme Curnow",1162174,JUMP,"Torngat (FR)",0,1,350.00
1657,"Friends Have Fun Racing",1145748,JUMP,"Royal Plaza (GB)",0,1,350.00
1658,"Hold My Beer Syndicate",1152233,JUMP,"Classic Escape (IRE)",0,1,350.00
1659,"LLAND AF CWRW",1176039,JUMP,"Port Or Starboard (IRE)",0,1,350.00
1660,"Ontoawinner 10 & Partner 4",1106723,JUMP,"Sheriff Garrett (IRE)",0,1,350.00
1661,"Mr J. A. B. Old",558661,JUMP,"Bomber's Moon (GB)",0,1,350.00
1662,"John & Liz Elliot",939687,JUMP,"K C Bailey (GB)",0,1,350.00
1663,"Mr C. H. Gittins",513951,JUMP,"Rob The Getaway (IRE)",0,1,350.00
1665,"Roy & Louise Swinburne",1110058,JUMP,"Admirals Bay (GER)",0,1,350.00
1666,"Mr D. Pipe",505630,JUMP,"Nabvutika (IRE)",0,1,350.00
1667,"Mr Anthony R.Hunt & Drinkwater family",1176026,JUMP,"Fontana Ellissi (FR)",0,1,350.00
1668,"R J Bedford & All Stars Sports Racing",1162971,JUMP,"Loup de Maulde (FR)",0,1,350.00
1669,"The Augean Stables Syndicate",1157907,JUMP,"Pasvolsky (IRE)",0,1,350.00
1670,"Lewis, Lawson and Hope",1144194,JUMP,"Ask A Honey Bee (IRE)",0,1,350.00
1671,"H Stephen Smith & Family Gabbertas",1106803,JUMP,"Another Stowaway (IRE)",0,1,350.00
1673,"Sunville Rail Limited",1115657,JUMP,"Mister Tickle (IRE)",0,1,350.00
1674,"Mrs C Wymer & Mr PJS Russell",1153467,JUMP,"Calle Malva (IRE)",0,1,350.00
1675,"Mr R. Cornock",1006783,JUMP,"Jobesgreen Lad (GB)",0,1,350.00
1676,"Caldwell Construction Ltd",1175196,JUMP,"Champagne Sparkles (FR)",0,1,350.00
1677,"Foresight Racing",1117482,JUMP,"Boy's On Tour (IRE)",0,1,350.00
1678,"Mr and Mrs J.Dale and Partners",1127144,JUMP,"Kauto Riko (FR)",0,1,350.00
1679,"Castle Farm Racing Golden Syndicate",1153874,JUMP,"Golden Glory (IRE)",0,1,350.00
1680,"M White, S Horsfall & G Horsfall",1156167,JUMP,"Storm Arcadio (IRE)",0,1,350.00
1681,"Cooke & Millen",1086720,JUMP,"Prairie Town (IRE)",0,1,350.00
1682,"Quandt & Cochrane",971490,JUMP,"Chanting Hill (IRE)",0,1,350.00
1683,"Foxhills Racing Limited",1162246,JUMP,"Wise Glory (IRE)",0,1,350.00
1684,"Two Nicks and a Mick",1177832,JUMP,"Hideo (FR)",0,1,350.00
1685,"Shaw Racing Partnership 2",1109967,JUMP,"Scorpion Haze (IRE)",0,1,350.00
1686,"Brian Verinder & Alan Baxter",1096127,JUMP,"Annies Prayer (IRE)",0,1,350.00
1687,"Love To Race Partnership",1075493,JUMP,"Grumpy McGrumpface (IRE)",0,1,350.00
1688,"Mrs P. A. Cowey",760005,JUMP,"Songbird's Tale (GB)",0,1,350.00
1689,"The Four Timers",1157085,JUMP,"Mexican Boy (IRE)",0,1,350.00
1690,"Dig In Racing",816675,JUMP,"Your Place (IRE)",0,1,350.00
1691,"Mr L. Fell",1013808,JUMP,"Winds of Fire (USA)",0,1,350.00
1692,"The Boom Syndicate",1053678,JUMP,"Chic Name (FR)",0,1,350.00
1693,"The Bright Lights",1143097,JUMP,"Lightning Bug (IRE)",0,1,350.00
1695,"PC Bloodstock",1142621,JUMP,"Papas Boy (IRE)",0,1,350.00
1696,"Mr Michael Fothergill",1083119,JUMP,"Hill of Hope (IRE)",0,1,350.00
1697,"Mr Edward J. Ware",535791,JUMP,"Keep It Brief (GB)",0,1,350.00
1698,"Decimus Racing VIII",1158584,JUMP,"Iron Heart (GB)",0,1,350.00
1699,"Derek Gennard & Gillian Gennard",1085914,JUMP,"Sir Jim (IRE)",0,1,350.00
1701,"Conyers, O'Reilly, Roddis, Zeffman",1049098,JUMP,"Beatthebullet (IRE)",0,1,350.00
1702,"Surefire Racing 1",1166021,JUMP,"Sindabella (FR)",0,1,350.00
1704,"Homewoodgate Racing Club",791824,JUMP,"Uae Soldier (USA)",0,1,350.00
1705,"Babbitt Racing",1082637,JUMP,"Colonel Manderson (FR)",0,1,350.00
1706,"Sullivan Bloodstock & Hughes Crowley",1160750,JUMP,"Lucky One (FR)",0,1,350.00
1707,"Mr Keith Stait",929744,JUMP,"Gambie Tiep (FR)",0,1,350.00
1708,"Langdale Bloodstock",1070881,JUMP,"Rubytwo (GB)",0,1,350.00
1709,"Gumbrills Racing Partnership",762932,JUMP,"Don't Ask (IRE)",0,1,350.00
1710,"The Yorkshire Puddings",1143071,JUMP,"Red Force One (GB)",0,1,350.00
1711,"The Exmoor High Hopes",1151625,JUMP,"That Ole Chestnut (IRE)",0,1,350.00
1713,"J. C. Collett",556640,JUMP,"I'm Wiser Now (IRE)",0,1,350.00
1714,"Deva Racing (FOP)",1152325,JUMP,"Flames of Passion (IRE)",0,1,350.00
1715,"Fiveohclock Syndicate",1138829,JUMP,"Scheu Time (IRE)",0,1,350.00
1716,"The Grocer Syndicate",1108332,JUMP,"Gosheven (IRE)",0,1,350.00
1717,"URSA Major Racing & Partner",1128915,JUMP,"Dromolought Lad (IRE)",0,1,350.00
1718,"Salmon Racing",1085216,JUMP,"The Questioner (IRE)",0,1,350.00
1719,"Heart of the South Racing 118",1143269,JUMP,"Cilaos Glace (FR)",0,1,350.00
1720,"Peur de Rien Syndicate",1167162,JUMP,"Peur de Rien (FR)",0,1,350.00
1721,"Mr P. And Mrs G. A. Clarke",886625,JUMP,"Ulverston (IRE)",0,1,350.00
1722,"The Hon Mrs Townshend",541543,JUMP,"Brewers Project (IRE)",0,1,350.00
1724,"H.R.H. The Princess Royal",513451,JUMP,"Cloud Formation (GB)",0,1,350.00
1725,"Mr A.Campbell",1135286,JUMP,"Mystical Clouds (IRE)",0,1,350.00
1726,"West Buckland Bloodstock Ltd",1089888,JUMP,"Ho Que Oui (FR)",0,1,350.00
1727,"Capt M. Anderson",1149544,JUMP,"That Ships Sailed (IRE)",0,1,350.00
1728,"Mr Martin Smith",551726,JUMP,"Aleatoric (IRE)",0,1,350.00
1729,"The Anthem Syndicate",1126407,JUMP,"Monty Guiry (IRE)",0,1,350.00
1730,"Bryan & Philippa Burrough",936011,JUMP,"Cossack Dancer (GB)",0,1,350.00
1731,"Mrs Kate Young",954315,JUMP,"Brian Boranha (IRE)",0,1,350.00
1732,"Mr B Lapham & Formidable Fillies",1145660,JUMP,"Glan Y Gors (IRE)",0,1,350.00
1733,"Simon Munir & Isaac Souede",1173878,JUMP,"Jad Mahal (FR)",0,1,350.00
1734,"Creative Earth Productions",1164507,JUMP,"Sermando (FR)",0,1,350.00
1735,"Hogarth, Morris, Percival & Irving",1138691,JUMP,"Bafana Blue (GB)",0,1,350.00
1736,"Mr J. Perriss",537231,JUMP,"Rocky's Treasure (IRE)",0,1,350.00
1737,Midtech,1080094,JUMP,"Ernesto (GER)",0,1,350.00
1738,"Mr M. J. Vanstone",961251,JUMP,"Lure des Pres (IRE)",0,1,350.00
1739,"The Horses Mouth Racing Club",1161037,JUMP,"Killane (IRE)",0,1,350.00
1740,"Mrs S. Livesey-Van Dorst",1074764,JUMP,"Poet's Reflection (IRE)",0,1,350.00
1741,"SMLC Racing",1105671,JUMP,"Scrumpy Boy (GB)",0,1,350.00
1743,"Crystal Racing Syndicate",1130765,JUMP,"Gleno (IRE)",0,1,350.00
1744,"The Bristol Boys & Peter J S Russell",1169660,JUMP,"Douglas Talking (IRE)",0,1,350.00
1745,"Mrs S. Stanier",505361,JUMP,"Uallrightharry (IRE)",0,1,350.00
1746,"The Lion Tamers",1146492,JUMP,"Le Grand Lion (FR)",0,1,350.00
1747,"Mr M. J. Miller",517383,JUMP,"Franz Klammer (GB)",0,1,350.00
1749,"Mr P. J. Edwards",967984,JUMP,"The Yellow Mini (GB)",0,1,350.00
1750,"Mrs H. N. Eubank",561266,JUMP,"National Charter (IRE)",0,1,350.00
1751,"The Caledonian Racing Society",714889,JUMP,"Corrigeen Rock (IRE)",0,1,350.00
1752,"Jane Walton and George Charlton Partner",1125900,JUMP,"Real Armani (GB)",0,1,350.00
1753,"Mr Daniel Shapiro",1101773,JUMP,"Phoenix Strike (GB)",0,1,350.00
1754,"The Roper Family",977982,JUMP,"Holme Abbey (GB)",0,1,350.00
1755,"Anne Broom and Wendy Carter",1152871,JUMP,"Getmegold (IRE)",0,1,350.00
1756,"Mr M. Kehoe",773065,JUMP,"Ladi Chala (FR)",0,1,350.00
1757,"Mr A. Smith",511336,JUMP,"Iconic Mover (GB)",0,1,350.00
1758,"Mr S. Coltherd",557951,JUMP,"Oscar Wilde (IRE)",0,1,350.00
1759,"Let's Be Lucky Racing 31",1165612,JUMP,"Spanish Hustle (GB)",0,1,350.00
1760,"Lady Cobham",551939,JUMP,"Hunting Percival (GB)",0,1,350.00
1761,"Mr Michael O'Flynn and Delancey",1149183,JUMP,"Mercutio Rock (FR)",0,1,350.00
1762,"The Billy Partnership",1147186,JUMP,"Crawford (GB)",0,1,350.00
1763,"Vaughan-Jones, Bailey & Mellor",1162232,JUMP,"Begin The Luck (IRE)",0,1,350.00
1764,"M I Pattinson Racing",1110590,JUMP,"Ray's The One (GB)",0,1,350.00
1765,"Hothersall & West",1162433,JUMP,"Touch Kick (IRE)",0,1,350.00
1766,"MT Buckley & Brough Farm Racing Partners",1133773,JUMP,"Westdante (IRE)",0,1,350.00
1767,"Inthewayboy Group",1108491,JUMP,"Joueur Bresilien (FR)",0,1,350.00
1768,"Dove Valley Holdings Ltd",1152815,JUMP,"Generator City (IRE)",0,1,350.00
1770,"Noel Fehily Racing Syndicates-Forever De",1156311,JUMP,"Forever des Long (FR)",0,1,350.00
1771,"Clear Racing",1061031,JUMP,"Alramz (GB)",0,1,350.00
1772,"Ms M. L. Peterson",1043717,JUMP,"Captain Grinnaway (IRE)",0,1,350.00
1773,"Harper Girls",1170117,JUMP,"Crystal Gazing (GB)",0,1,350.00
1775,"Deva Racing (GR)",1155286,JUMP,"Grange Road (IRE)",0,1,350.00
1776,"Ray Treacy and Shaun Staplehurst",1151979,JUMP,"Our Colossus (IRE)",0,1,350.00
1777,"Cragg Wood Racing",1092341,JUMP,"Gennady (IRE)",0,1,350.00
1778,"Shy John Partnership",1062007,JUMP,"Wick Green (GB)",0,1,350.00
1779,"The Golden Syndicate",949122,JUMP,"Dasmyhoss (IRE)",0,1,350.00
1781,"O'Donohoe, Cavanagh, Robinson, Nelson",1121090,JUMP,"Above Suspicion (IRE)",0,1,350.00
1782,"Philip Banfield & Dominic ffrench Davis",1155528,JUMP,"James Park Woods (IRE)",0,1,350.00
1783,"Mr F. J. Brennan",508275,JUMP,"Starsky (IRE)",0,1,350.00
1785,"Mrs Angela Stokes & Martin Smith Racing",1169384,JUMP,"Morani Kali (GB)",0,1,350.00
1786,"The Cosmic Cases",781952,JUMP,"Lastofthecosmics (GB)",0,1,350.00
1787,"The Parishioners",1127016,JUMP,"Morning Vicar (IRE)",0,1,350.00
1788,"Perryman Coltherd",1172803,JUMP,"Augharue (IRE)",0,1,350.00
1789,"Ontoawinner and B Keatley",1153573,JUMP,"Champagne Terri (IRE)",0,1,350.00
1790,"Mr Allan A. Grant",822753,JUMP,"Starlyte (IRE)",0,1,350.00
1791,"Mr Samuel Sutton & Partners",1120289,JUMP,"Roxyfet (FR)",0,1,350.00
1792,"The Shout to the Top Syndicate",1174866,JUMP,"Style Council (IRE)",0,1,350.00
1793,"Walters Plant, Spiers & Hartwell, PT Eng",1150640,JUMP,"Supreme Escape (IRE)",0,1,350.00
1794,"Corrina Ltd",1131184,JUMP,"Alberic (FR)",0,1,350.00
1795,"Miss N. R. Jefferson",735315,JUMP,"Mourne Lass (IRE)",0,2,350.00
1797,"Cherrybank Crusaders",1142403,JUMP,"Presentedwithwings (IRE)",0,2,350.00
1798,"S Smith & S Campion",1097199,JUMP,"Starsky (IRE)",0,2,350.00
1799,"The Rocket Racing Club",1166262,JUMP,"Professor Calculus (GB)",0,2,350.00
1800,"Jones Broughtons Wilson Weaver",1041360,JUMP,"Rose Ohara (GB)",0,2,350.00
1803,"Mr Kieran Johns",1086959,JUMP,"Humaniste (IRE)",0,2,350.00
1804,"Geoff & Sandra Turnbull",844200,JUMP,"Bukela (GB)",0,2,350.00
1805,"Mr David M. Williams",560516,JUMP,"Brandy Cove (IRE)",0,2,350.00
1806,"Mrs J. K. Buckle",730389,JUMP,"Tiki Fire (IRE)",0,2,350.00
1807,"Mrs Susan Fox",952948,JUMP,"Fanzio (FR)",0,2,350.00
1808,"Miss Deborah Auld",1047474,JUMP,"Abouttimeyoutoldme (GB)",0,2,350.00
1809,"Mr V. Thompson",501696,JUMP,"Ex S'Elance (FR)",0,2,350.00
1810,"Colin Peake & Julie Slater",1130746,JUMP,"Breaking Waves (IRE)",0,2,350.00
1811,"Newstead Racing Partnership",1063447,JUMP,"Lemon T (GB)",0,2,350.00
1812,"Mr B. Dowling",530353,JUMP,"Ace Time (GB)",0,2,350.00
1813,"Mr Kevin Headington",1160770,JUMP,"Never A Word (USA)",0,2,350.00
1814,"Mr D Orr & Mrs A Frost",1155523,JUMP,"O Connell Street (IRE)",0,2,350.00
1815,"Mr Bryan A Hawker",1159925,JUMP,"Merchant House (IRE)",0,2,350.00
1816,"Owners Group 070",1158114,JUMP,"Knotty Ash (IRE)",0,2,350.00
1817,"Mr Jeffrey Brown",1055736,JUMP,"Message Man (IRE)",0,2,350.00
1818,"A Whyte, J Bone & D Nott ",1113741,JUMP,"Canyon City (GB)",0,2,350.00
1819,"Border Eagles",1161316,JUMP,"To The Limit (IRE)",0,2,350.00
1820,"Mr J D Wright & Mrs S Wright",1109510,JUMP,"Lusitanien (FR)",0,2,350.00
1822,"Miss C Fordham & Mr C Vernon",1119580,JUMP,"Jakamani (GB)",0,2,350.00
1823,"Ever The Optimists",1170280,JUMP,"Charming Getaway (IRE)",0,2,350.00
1824,"Mr Michael Hawker",905579,JUMP,"Fama Et Gloria (IRE)",0,2,350.00
1825,"Mr James Binks",785322,JUMP,"Karapiro Doug (GB)",0,2,350.00
1827,"Mrs Rose Dobbin",794468,JUMP,"Chosen Flame (IRE)",0,2,350.00
1828,"Wilkin, Orr, Boileau & Douglas",1026342,JUMP,"Writteninthesand (IRE)",0,2,350.00
1829,"Mr G. T. H. Bailey",526247,JUMP,"Hunky (FR)",0,2,350.00
1830,"Galloping On The South Downs Partnership",1058824,JUMP,"The Flying Sofa (FR)",0,3,350.00
1831,"Julia Mansfield",1170011,JUMP,"Equus Millar (IRE)",0,3,350.00
1832,"Thomas Fearn",1148336,JUMP,"Winding Roe (IRE)",0,3,350.00
1834,"Bissett Racing",943680,JUMP,"Lewa House (GB)",0,3,350.00
1835,"John Birtles, Gary Ellis , Gary Smith",1142245,JUMP,"Rukwa (FR)",0,3,350.00
1836,"Moorland Racing",808686,JUMP,"Whyzzat (GB)",0,3,350.00
1837,"Mr J. P. G. Hamilton",544674,JUMP,"Balranald (FR)",0,3,350.00
1838,"West Country Racing",1174944,JUMP,"Jack The Farmer (GB)",0,3,350.00
1840,"The Golden Cuckoo",1117108,JUMP,"Bandit d'Ainay (FR)",0,4,350.00
1841,"Mr Max Young",1087660,JUMP,"Moved In March (IRE)",0,4,350.00
1842,"Mr P. Ponting",789454,JUMP,"Gavin (GB)",0,5,350.00
1843,"Mrs R. Hurley",561400,JUMP,"Broughtons Rhythm (GB)",0,5,350.00
1844,"Mr K. Hunter",717623,JUMP,"Rip Rocks Paddy Ok (IRE)",0,5,350.00
1845,"Miss Hannah James",769227,JUMP,"Emmas Dilemma (IRE)",0,5,350.00
1846,"Threes Company",1094523,JUMP,"Tiffany Rose (GB)",0,6,350.00
1847,"Mr I. P. Crane",548581,JUMP,"Demain des L'Aube (FR)",0,1,321.00
1848,"Mr N T McCain-Mitchell",1123109,JUMP,"Vango de Vaige (FR)",0,1,321.00
1849,"Burns Partnership",777963,JUMP,"Donso Star (GB)",0,1,314.00
1854,"Mr John Benfield",858730,JUMP,"Betsy Boo (GB)",0,1,313.94
1855,"Ben Lund Racing Club",1169613,JUMP,"Crisis of Identity (IRE)",0,3,313.94
1859,"Mr John Sidebottom & Mrs Kate Sidebottom",1157638,JUMP,"Countess Olivia (IRE)",0,1,301.44
1860,"Mr Andy Taylor",714802,JUMP,"Charlie My Boy (IRE)",0,3,301.44
1863,"Mr R. F. Haynes",1021300,JUMP,"Elsieanne (GB)",0,2,282.60
1864,"Miss Laura Richardson",1081883,JUMP,"Sulu Magic (GB)",0,1,256.80
1866,"Mr Henry Daly",534521,JUMP,"Regal Renaissance (GB)",0,1,251.20
1869,"Gamesters Partnership",906579,JUMP,"Gamesters Girl (GB)",0,1,251.20
1870,"Mr Mark Weatherer",601359,JUMP,"Dee Day Landing (GB)",0,1,251.20
1871,"Mick Appleby Racing",1068075,JUMP,"Mop's A Legend (GB)",0,2,251.20
